Number,Food Name,Ingredients,Spices,Food Type,Category,Amount for Diet (g/mL),Amount for Bulking (g/mL),Calories (kcal),Protein (g),Carbohydrates (g),Fats (g)
4604,Spicy Tacos,"Garlic 116g, Spices Garlic Powder","Rosemary, Black Mustard Seed, Turmeric",Spicy,Bulking,75g/125mL,110g/290mL,551,18,75,24
4605,Roast Chicken,"Orange 123g, Spices Ginger, Cardamom","Cayenne Pepper, Chili Powder, Oregano",Meat,Bulking,94g/116mL,127g/248mL,657,45,54,13
4606,Szechuan Noodles,"Almond 106g, Spices Cayenne Pepper, Hot Sauce","Hot Sauce, Chili Powder, Ginger, Black Pepper",Spicy,Bulking,68g/123mL,190g/206mL,758,10,78,25
4607,Blueberry Muffin,"Tuna 86g, Spices Paprika, Cardamom","Hot Sauce, Turmeric, Thyme, Cardamom",Sweet,Bulking,86g/112mL,195g/237mL,518,6,39,23
4608,Mushroom Risotto,"Soy 106g, Spices Black Pepper, Paprika","Hot Sauce, Cumin, Oregano",Savory,Bulking,74g/143mL,167g/254mL,465,22,34,29
4609,Pumpkin Spice Latte,"Yogurt 59g, Spices Garlic Powder, Turmeric, Paprika","Black Pepper, Turmeric",Sweet,Bulking,86g/123mL,191g/220mL,752,17,73,20
4610,Maple Pecan Pie,"Yogurt 144g, Spices Black Pepper, Ginger, Garlic Powder","Chili Powder, Turmeric, Ginger, Black Mustard Seed",Sweet,Bulking,69g/100mL,169g/278mL,762,29,68,15
4611,Mango Sorbet,"Turkey Slices 86g, Spices Thyme",Paprika,Fruit,Bulking,79g/146mL,143g/292mL,237,42,92,9
4612,Apple Pie,"Tuna 137g, Spices Rosemary","Oregano, Cinnamon",Fruit,Bulking,60g/109mL,118g/257mL,453,36,90,26
4613,Maple Pecan Pie,"Tuna 76g, Spices Ginger, Cayenne Pepper, Black Pepper","Hot Sauce, Thyme, Cardamom, Chili Powder",Sweet,Bulking,70g/112mL,196g/231mL,364,22,23,7
4614,Jalapeno Poppers,"Oat 92g, Spices Chili Powder, Rosemary, Ginger","Garlic Powder, Cayenne Pepper, Ginger",Spicy,Bulking,82g/105mL,174g/299mL,605,7,21,29
4615,Roast Chicken,"Apple 82g, Spices Chili Powder","Ginger, Chili Powder, Turmeric, Rosemary",Meat,Bulking,58g/114mL,162g/232mL,593,45,87,28
4616,Chocolate Cake,"Butter 147g, Spices Turmeric, Black Pepper","Hot Sauce, Chili Powder, Cumin, Ginger",Sweet,Bulking,60g/121mL,144g/263mL,795,10,28,11
4617,Berry Smoothie,"Salmon 78g, Spices Cinnamon, Ginger",Hot Sauce,Fruit,Bulking,94g/111mL,137g/238mL,774,11,70,19
4618,Blueberry Muffin,"Wheat Flour 69g, Spices Cayenne Pepper, Chili Powder","Black Pepper, Cardamom, Thyme",Sweet,Bulking,83g/135mL,132g/249mL,748,42,45,8
4619,Pork Ribs,"Apple 98g, Spices Ginger, Chili Powder, Cayenne Pepper","Cumin, Cardamom, Cayenne Pepper",Meat,Bulking,60g/114mL,144g/273mL,502,38,40,12
4620,Stir Fried Greens,"Salmon 146g, Spices Garlic Powder, Cardamom, Cardamom","Turmeric, Ginger, Black Pepper",Vegetable,Bulking,88g/148mL,164g/273mL,693,41,98,6
4621,Garlic Bread,"Honey 104g, Spices Cardamom, Cayenne Pepper, Cumin","Cumin, Ginger",Savory,Bulking,58g/139mL,167g/251mL,346,25,42,15
4622,Pork Ribs,"Orange 58g, Spices Cayenne Pepper, Oregano","Thyme, Cinnamon",Meat,Bulking,79g/125mL,128g/237mL,282,6,37,24
4623,Chicken Soup,"Turkey Slices 129g, Spices Turmeric, Paprika","Thyme, Chili Powder",Savory,Bulking,82g/123mL,176g/215mL,366,23,99,7
4624,Pork Ribs,"Oat 119g, Spices Cayenne Pepper, Thyme",Chili Powder,Meat,Bulking,82g/149mL,135g/234mL,522,15,57,8
4625,Stir Fried Greens,"Cheese 104g, Spices Thyme","Chili Powder, Cumin, Oregano, Cayenne Pepper",Vegetable,Bulking,54g/121mL,115g/209mL,656,49,67,14
4626,Beef Stew,"Oat 144g, Spices Turmeric",Cayenne Pepper,Savory,Bulking,93g/142mL,164g/262mL,463,28,44,21
4627,Apple Pie,"Chicken Breast 124g, Spices Turmeric",Hot Sauce,Fruit,Bulking,61g/109mL,112g/297mL,570,46,29,6
4628,Pork Ribs,"Soy 145g, Spices Rosemary","Chili Powder, Black Mustard Seed, Ginger, Thyme",Meat,Bulking,92g/137mL,188g/291mL,375,28,24,9
4629,Vanilla Custard,"Egg 68g, Spices Turmeric","Cinnamon, Oregano",Sweet,Bulking,76g/141mL,174g/287mL,283,38,45,22
4630,Grilled Salmon,"Tomato 96g, Spices Ginger","Chili Powder, Turmeric",Meat,Bulking,69g/127mL,133g/239mL,641,14,68,17
4631,Chili Con Carne,"Garlic 118g, Spices Thyme","Garlic Powder, Oregano, Thyme",Spicy,Bulking,77g/113mL,127g/282mL,334,8,59,24
4632,Spicy Tacos,"Almond 133g, Spices Black Mustard Seed, Paprika","Cardamom, Garlic Powder, Cinnamon, Cayenne Pepper",Spicy,Bulking,52g/139mL,185g/272mL,339,42,81,17
4633,Duck Confit,"Chicken Breast 122g, Spices Ginger, Black Mustard Seed","Turmeric, Black Mustard Seed",Meat,Bulking,90g/120mL,166g/231mL,329,29,35,21
4634,Fruit Kebabs,"Beef Steak 93g, Spices Turmeric",Rosemary,Fruit,Bulking,54g/137mL,119g/265mL,227,15,74,17
4635,Lamb Chops,"Milk 149g, Spices Garlic Powder","Cayenne Pepper, Cumin",Meat,Bulking,58g/112mL,104g/232mL,735,46,94,28
4636,Beef Stew,"Orange 109g, Spices Garlic Powder, Rosemary","Cardamom, Thyme, Paprika, Ginger",Savory,Bulking,58g/115mL,161g/270mL,223,17,92,18
4637,Blueberry Muffin,"Butter 139g, Spices Cinnamon","Black Mustard Seed, Turmeric, Black Pepper",Sweet,Bulking,71g/120mL,101g/201mL,718,7,34,18
4638,Mushroom Risotto,"Broccoli 99g, Spices Black Mustard Seed, Hot Sauce",Garlic Powder,Savory,Bulking,65g/138mL,143g/292mL,505,34,69,24
4639,Pumpkin Spice Latte,"Milk 95g, Spices Cayenne Pepper","Cumin, Cardamom",Sweet,Bulking,92g/128mL,180g/232mL,312,49,86,22
4640,Grilled Vegetables,"Chicken Breast 64g, Spices Turmeric",Cinnamon,Vegetable,Bulking,80g/142mL,132g/268mL,379,36,76,14
4641,Pork Ribs,"Milk 121g, Spices Thyme, Cayenne Pepper","Ginger, Black Mustard Seed, Oregano",Meat,Bulking,63g/111mL,108g/279mL,759,12,33,6
4642,Roast Chicken,"Carrot 50g, Spices Cardamom, Ginger","Turmeric, Paprika, Chili Powder",Meat,Bulking,79g/117mL,141g/295mL,585,46,28,6
4643,Hot Chicken Wings,"Almond 99g, Spices Thyme","Cayenne Pepper, Hot Sauce, Paprika",Spicy,Bulking,74g/117mL,115g/253mL,443,10,54,7
4644,Grilled Salmon,"Tuna 84g, Spices Hot Sauce, Oregano, Cinnamon",Turmeric,Meat,Bulking,91g/126mL,100g/200mL,475,17,25,14
4645,Chili Con Carne,"Turkey Slices 98g, Spices Chili Powder, Black Pepper","Ginger, Thyme, Cumin",Spicy,Bulking,85g/146mL,160g/247mL,561,20,73,12
4646,Szechuan Noodles,"Tomato 142g, Spices Cumin","Ginger, Oregano",Spicy,Bulking,59g/100mL,110g/215mL,528,21,93,12
4647,Grilled Salmon,"Tuna 67g, Spices Cinnamon, Black Pepper, Cayenne Pepper","Thyme, Garlic Powder, Rosemary",Meat,Bulking,65g/127mL,119g/286mL,216,34,80,25
4648,Beef Stew,"Oat 144g, Spices Black Pepper, Garlic Powder, Ginger","Oregano, Black Pepper, Turmeric",Savory,Bulking,67g/104mL,169g/269mL,431,19,20,20
4649,Grilled Vegetables,"Turkey Slices 121g, Spices Cardamom","Cardamom, Oregano, Black Pepper, Black Mustard Seed",Vegetable,Bulking,56g/126mL,155g/203mL,782,31,34,10
4650,Grilled Vegetables,"Wheat Flour 50g, Spices Cinnamon","Black Pepper, Cumin",Vegetable,Bulking,87g/142mL,136g/220mL,381,31,46,20
4651,Maple Pecan Pie,"Butter 121g, Spices Ginger, Cayenne Pepper, Cinnamon","Thyme, Cardamom, Chili Powder",Sweet,Bulking,58g/105mL,168g/287mL,796,35,76,9
4652,Salad Bowl,"Orange 109g, Spices Cinnamon, Chili Powder","Oregano, Chili Powder",Vegetable,Bulking,96g/128mL,111g/242mL,775,44,29,9
4653,Roasted Carrots,"Yogurt 93g, Spices Chili Powder, Black Mustard Seed, Black Mustard Seed","Black Pepper, Oregano, Thyme, Cinnamon",Vegetable,Bulking,97g/126mL,114g/281mL,781,36,95,17
4654,Roast Chicken,"Butter 129g, Spices Garlic Powder, Cayenne Pepper, Chili Powder","Black Pepper, Chili Powder, Cayenne Pepper, Thyme",Meat,Bulking,58g/119mL,174g/207mL,606,16,59,7
4655,Chili Con Carne,"Garlic 61g, Spices Black Mustard Seed, Turmeric, Black Mustard Seed","Garlic Powder, Cumin",Spicy,Bulking,85g/122mL,167g/290mL,792,7,29,19
4656,Spicy Tacos,"Garlic 73g, Spices Turmeric","Ginger, Oregano, Cardamom",Spicy,Bulking,69g/100mL,189g/256mL,330,49,57,13
4657,Chili Con Carne,"Milk 60g, Spices Paprika, Black Pepper, Turmeric","Garlic Powder, Paprika, Chili Powder",Spicy,Bulking,95g/130mL,156g/243mL,415,22,24,21
4658,Maple Pecan Pie,"Oat 88g, Spices Thyme, Ginger, Black Mustard Seed",Cardamom,Sweet,Bulking,67g/132mL,120g/296mL,403,38,62,23
4659,Fruit Salad,"Garlic 111g, Spices Cayenne Pepper, Cayenne Pepper, Oregano",Paprika,Fruit,Bulking,97g/119mL,184g/240mL,550,23,63,16
4660,Grilled Vegetables,"Chicken Breast 88g, Spices Garlic Powder, Cardamom","Ginger, Turmeric",Vegetable,Bulking,50g/131mL,145g/285mL,434,16,97,29
4661,Salad Bowl,"Tuna 112g, Spices Turmeric, Black Pepper, Rosemary","Oregano, Black Mustard Seed, Ginger, Turmeric",Vegetable,Bulking,79g/136mL,109g/247mL,790,44,48,28
4662,Lamb Chops,"Egg 115g, Spices Chili Powder, Black Mustard Seed, Cardamom","Chili Powder, Turmeric, Rosemary, Black Pepper",Meat,Bulking,88g/144mL,133g/227mL,789,28,80,16
4663,Grilled Salmon,"Butter 62g, Spices Paprika, Hot Sauce, Thyme",Cardamom,Meat,Bulking,69g/149mL,123g/260mL,345,44,27,26
4664,Chicken Soup,"Onion 62g, Spices Cumin, Chili Powder, Cumin","Thyme, Black Pepper",Savory,Bulking,56g/126mL,116g/230mL,528,7,36,22
4665,Pork Ribs,"Beef Steak 129g, Spices Cumin",Turmeric,Meat,Bulking,59g/148mL,112g/251mL,369,22,36,25
4666,Chicken Soup,"Apple 127g, Spices Rosemary, Rosemary, Turmeric","Hot Sauce, Rosemary, Black Mustard Seed, Garlic Powder",Savory,Bulking,59g/105mL,147g/283mL,311,10,96,6
4667,Vanilla Custard,"Carrot 56g, Spices Hot Sauce, Ginger, Cumin","Ginger, Hot Sauce, Cumin",Sweet,Bulking,75g/127mL,107g/289mL,289,27,86,27
4668,Chili Con Carne,"Apple 85g, Spices Black Mustard Seed, Cinnamon, Ginger","Cayenne Pepper, Black Pepper, Hot Sauce",Spicy,Bulking,88g/116mL,145g/202mL,611,14,26,7
4669,Spicy Tacos,"Honey 71g, Spices Paprika, Garlic Powder",Cardamom,Spicy,Bulking,88g/129mL,113g/205mL,620,48,45,10
4670,Hot Chicken Wings,"Orange 123g, Spices Paprika","Chili Powder, Hot Sauce, Rosemary",Spicy,Bulking,82g/126mL,113g/260mL,309,16,52,10
4671,Mushroom Risotto,"Wheat Flour 114g, Spices Oregano, Cardamom","Hot Sauce, Black Mustard Seed",Savory,Bulking,50g/108mL,113g/251mL,533,45,44,27
4672,Lamb Chops,"Almond 146g, Spices Cardamom, Cumin, Rosemary","Cumin, Garlic Powder",Meat,Bulking,55g/128mL,195g/269mL,491,6,59,22
4673,Mango Sorbet,"Banana 127g, Spices Hot Sauce, Thyme, Cayenne Pepper","Oregano, Ginger, Cardamom, Rosemary",Fruit,Bulking,60g/147mL,161g/284mL,689,7,88,28
4674,Garlic Bread,"Butter 122g, Spices Chili Powder","Ginger, Cumin, Cayenne Pepper, Chili Powder",Savory,Bulking,83g/133mL,125g/273mL,724,14,91,22
4675,Stir Fried Greens,"Salmon 116g, Spices Black Pepper, Cayenne Pepper","Oregano, Garlic Powder, Chili Powder",Vegetable,Bulking,64g/125mL,153g/233mL,717,5,24,24
4676,Beef Stew,"Oat 123g, Spices Black Pepper, Cumin, Rosemary","Black Pepper, Ginger",Savory,Bulking,59g/129mL,115g/269mL,264,16,58,10
4677,Fruit Kebabs,"Carrot 128g, Spices Hot Sauce, Turmeric","Turmeric, Cardamom, Cumin",Fruit,Bulking,52g/100mL,111g/207mL,681,5,24,7
4678,Grilled Salmon,"Tomato 76g, Spices Garlic Powder, Chili Powder, Oregano","Chili Powder, Oregano, Paprika",Meat,Bulking,56g/149mL,118g/283mL,400,8,32,23
4679,Beef Stew,"Carrot 103g, Spices Rosemary, Chili Powder","Black Mustard Seed, Thyme, Cayenne Pepper, Garlic Powder",Savory,Bulking,56g/129mL,141g/277mL,518,9,21,6
4680,Fruit Salad,"Banana 117g, Spices Cumin","Thyme, Garlic Powder, Cayenne Pepper, Turmeric",Fruit,Bulking,51g/133mL,153g/236mL,393,7,96,28
4681,Mushroom Risotto,"Chicken Breast 90g, Spices Hot Sauce, Hot Sauce","Paprika, Ginger, Cayenne Pepper",Savory,Bulking,95g/107mL,189g/261mL,647,27,25,25
4682,Salad Bowl,"Banana 134g, Spices Cumin","Thyme, Garlic Powder, Black Pepper, Cayenne Pepper",Vegetable,Bulking,92g/105mL,153g/232mL,603,19,27,24
4683,Roast Chicken,"Banana 111g, Spices Ginger, Oregano, Hot Sauce","Thyme, Paprika, Black Pepper",Meat,Bulking,50g/121mL,170g/268mL,638,45,96,22
4684,Fruit Salad,"Carrot 139g, Spices Turmeric","Cardamom, Cumin",Fruit,Bulking,72g/125mL,131g/283mL,228,41,67,25
4685,Lamb Chops,"Kale 57g, Spices Black Pepper, Rosemary","Cinnamon, Cardamom, Hot Sauce, Black Mustard Seed",Meat,Bulking,94g/108mL,139g/244mL,352,26,94,22
4686,Garlic Bread,"Wheat Flour 82g, Spices Cinnamon, Rosemary, Thyme","Black Pepper, Rosemary, Cardamom",Savory,Bulking,80g/131mL,108g/290mL,391,15,98,21
4687,Chili Con Carne,"Cheese 85g, Spices Black Pepper, Cinnamon","Cinnamon, Hot Sauce",Spicy,Bulking,59g/143mL,175g/225mL,273,27,49,13
4688,Pumpkin Spice Latte,"Garlic 118g, Spices Cinnamon","Thyme, Paprika, Cumin, Oregano",Sweet,Bulking,76g/143mL,152g/249mL,524,7,57,28
4689,Pumpkin Spice Latte,"Wheat Flour 98g, Spices Turmeric","Cayenne Pepper, Cardamom",Sweet,Bulking,68g/123mL,181g/264mL,290,10,34,6
4690,Vanilla Custard,"Honey 67g, Spices Hot Sauce",Turmeric,Sweet,Bulking,77g/144mL,156g/227mL,645,38,65,19
4691,Fruit Salad,"Apple 103g, Spices Cinnamon, Garlic Powder","Oregano, Cumin, Cayenne Pepper",Fruit,Bulking,92g/109mL,152g/291mL,596,28,42,12
4692,Apple Pie,"Kale 93g, Spices Cinnamon, Chili Powder","Ginger, Cardamom",Fruit,Bulking,59g/144mL,100g/262mL,716,35,89,11
4693,Beef Stew,"Oat 126g, Spices Thyme",Cardamom,Savory,Bulking,88g/134mL,159g/257mL,716,38,58,28
4694,Chocolate Cake,"Onion 77g, Spices Paprika, Cinnamon","Turmeric, Paprika",Sweet,Bulking,50g/148mL,185g/261mL,278,47,76,11
4695,Szechuan Noodles,"Beef Steak 98g, Spices Black Mustard Seed, Cinnamon, Garlic Powder","Paprika, Garlic Powder, Ginger, Turmeric",Spicy,Bulking,94g/140mL,157g/238mL,362,36,59,17
4696,Roast Chicken,"Tomato 55g, Spices Cinnamon, Chili Powder","Oregano, Cayenne Pepper, Hot Sauce, Thyme",Meat,Bulking,60g/123mL,174g/231mL,223,36,91,28
4697,Fruit Salad,"Onion 78g, Spices Cardamom, Cayenne Pepper","Rosemary, Oregano, Garlic Powder",Fruit,Bulking,90g/122mL,142g/205mL,625,45,44,19
4698,Beef Stew,"Egg 75g, Spices Black Pepper, Cinnamon, Cayenne Pepper",Ginger,Savory,Bulking,74g/139mL,190g/280mL,354,36,46,24
4699,Fruit Kebabs,"Butter 97g, Spices Garlic Powder",Chili Powder,Fruit,Bulking,92g/128mL,194g/267mL,726,39,93,29
4700,Garlic Bread,"Onion 127g, Spices Black Mustard Seed, Turmeric, Black Mustard Seed",Paprika,Savory,Bulking,89g/105mL,111g/281mL,689,25,28,5
4701,Fruit Kebabs,"Cheese 54g, Spices Cumin","Ginger, Oregano, Chili Powder",Fruit,Bulking,54g/138mL,160g/244mL,578,26,64,6
4702,Chicken Soup,"Oat 135g, Spices Cinnamon, Chili Powder, Cayenne Pepper","Oregano, Garlic Powder, Black Pepper, Cinnamon",Savory,Bulking,98g/132mL,144g/212mL,339,19,34,15
4703,Stir Fried Greens,"Chicken Breast 108g, Spices Ginger","Rosemary, Cayenne Pepper, Black Pepper, Cinnamon",Vegetable,Bulking,77g/148mL,158g/256mL,661,49,87,21
4704,Pumpkin Spice Latte,"Honey 82g, Spices Black Pepper, Paprika","Thyme, Chili Powder, Cumin, Paprika",Sweet,Bulking,64g/116mL,175g/225mL,259,41,37,12
4705,Maple Pecan Pie,"Beef Steak 98g, Spices Cardamom, Cumin","Rosemary, Oregano, Turmeric, Paprika",Sweet,Bulking,56g/133mL,188g/298mL,608,45,41,26
4706,Mango Sorbet,"Orange 59g, Spices Turmeric",Black Mustard Seed,Fruit,Bulking,79g/131mL,134g/272mL,652,10,85,29
4707,Lamb Chops,"Tomato 97g, Spices Oregano, Black Mustard Seed, Garlic Powder","Cardamom, Cinnamon, Cayenne Pepper",Meat,Bulking,88g/136mL,184g/208mL,389,48,67,26
4708,Grilled Salmon,"Carrot 140g, Spices Ginger","Rosemary, Cayenne Pepper, Cumin, Turmeric",Meat,Bulking,81g/141mL,144g/219mL,698,18,35,5
4709,Chili Con Carne,"Banana 73g, Spices Turmeric, Paprika, Black Mustard Seed","Oregano, Black Mustard Seed",Spicy,Bulking,86g/132mL,199g/250mL,630,17,27,20
4710,Garlic Bread,"Tomato 120g, Spices Chili Powder, Turmeric, Black Pepper","Chili Powder, Cardamom",Savory,Bulking,93g/133mL,194g/223mL,761,12,87,14
4711,Szechuan Noodles,"Banana 120g, Spices Cinnamon, Oregano",Cumin,Spicy,Bulking,91g/119mL,134g/228mL,595,34,29,8
4712,Stir Fried Greens,"Banana 57g, Spices Cayenne Pepper","Oregano, Turmeric",Vegetable,Bulking,98g/119mL,154g/227mL,510,30,55,14
4713,Duck Confit,"Kale 53g, Spices Ginger, Ginger, Rosemary","Garlic Powder, Turmeric, Rosemary",Meat,Bulking,87g/122mL,198g/241mL,653,11,94,22
4714,Szechuan Noodles,"Almond 84g, Spices Hot Sauce","Rosemary, Cinnamon, Cumin",Spicy,Bulking,87g/108mL,185g/221mL,679,18,72,17
4715,Grilled Salmon,"Apple 128g, Spices Thyme","Black Mustard Seed, Rosemary, Cinnamon, Cayenne Pepper",Meat,Bulking,58g/133mL,131g/239mL,333,16,68,18
4716,Roasted Carrots,"Chicken Breast 89g, Spices Black Pepper","Garlic Powder, Thyme",Vegetable,Bulking,52g/137mL,198g/207mL,426,19,32,26
4717,Roast Chicken,"Honey 50g, Spices Oregano, Cumin, Paprika","Turmeric, Thyme, Black Mustard Seed",Meat,Bulking,84g/106mL,104g/204mL,631,5,70,29
4718,Fruit Kebabs,"Egg 90g, Spices Thyme, Oregano","Cayenne Pepper, Oregano",Fruit,Bulking,92g/126mL,183g/269mL,700,48,53,25
4719,Jalapeno Poppers,"Turkey Slices 53g, Spices Cumin",Ginger,Spicy,Bulking,60g/143mL,122g/280mL,508,17,31,23
4720,Vegetable Curry,"Apple 112g, Spices Thyme, Cumin","Rosemary, Cardamom, Cayenne Pepper, Turmeric",Vegetable,Bulking,58g/133mL,132g/227mL,697,13,64,20
4721,Grilled Salmon,"Salmon 146g, Spices Cumin, Turmeric, Cinnamon","Black Mustard Seed, Chili Powder, Cumin, Cardamom",Meat,Bulking,69g/127mL,120g/282mL,770,6,79,9
4722,Chicken Soup,"Almond 52g, Spices Oregano","Cardamom, Black Mustard Seed, Paprika",Savory,Bulking,82g/128mL,168g/205mL,657,5,80,28
4723,Lamb Chops,"Beef Steak 123g, Spices Hot Sauce","Cayenne Pepper, Black Pepper",Meat,Bulking,98g/137mL,152g/201mL,206,20,42,23
4724,Fruit Salad,"Apple 53g, Spices Turmeric, Turmeric, Black Pepper","Hot Sauce, Ginger, Black Mustard Seed",Fruit,Bulking,94g/127mL,136g/270mL,658,12,81,24
4725,Lamb Chops,"Beef Steak 54g, Spices Cardamom, Black Pepper","Cayenne Pepper, Turmeric",Meat,Bulking,70g/125mL,174g/243mL,652,24,71,18
4726,Grilled Vegetables,"Garlic 109g, Spices Cumin, Rosemary, Black Pepper","Black Pepper, Rosemary, Turmeric",Vegetable,Bulking,74g/108mL,112g/286mL,739,33,72,26
4727,Duck Confit,"Carrot 130g, Spices Cinnamon, Cardamom, Ginger","Paprika, Ginger",Meat,Bulking,95g/121mL,175g/289mL,472,19,20,27
4728,Jalapeno Poppers,"Chicken Breast 54g, Spices Chili Powder, Oregano",Black Mustard Seed,Spicy,Bulking,93g/123mL,121g/212mL,299,44,78,22
4729,Mango Sorbet,"Banana 108g, Spices Cardamom, Black Pepper","Turmeric, Hot Sauce",Fruit,Bulking,89g/110mL,192g/276mL,464,32,67,6
4730,Mango Sorbet,"Tomato 128g, Spices Thyme, Hot Sauce","Thyme, Garlic Powder",Fruit,Bulking,77g/142mL,134g/291mL,478,21,31,21
4731,Vanilla Custard,"Apple 70g, Spices Oregano","Cardamom, Chili Powder",Sweet,Bulking,54g/149mL,123g/242mL,623,22,23,9
4732,Garlic Bread,"Salmon 114g, Spices Chili Powder, Hot Sauce",Cinnamon,Savory,Bulking,58g/145mL,120g/272mL,285,20,85,11
4733,Jalapeno Poppers,"Butter 71g, Spices Black Mustard Seed","Hot Sauce, Garlic Powder, Cinnamon, Cayenne Pepper",Spicy,Bulking,84g/135mL,143g/207mL,673,46,60,28
4734,Maple Pecan Pie,"Turkey Slices 114g, Spices Oregano, Ginger, Cayenne Pepper","Garlic Powder, Rosemary, Cayenne Pepper",Sweet,Bulking,73g/121mL,159g/297mL,243,37,93,9
4735,Grilled Vegetables,"Salmon 84g, Spices Black Pepper, Garlic Powder, Hot Sauce","Rosemary, Cayenne Pepper, Turmeric, Cumin",Vegetable,Bulking,58g/147mL,107g/242mL,395,32,63,7
4736,Apple Pie,"Kale 122g, Spices Cinnamon",Paprika,Fruit,Bulking,75g/103mL,179g/278mL,472,21,96,14
4737,Blueberry Muffin,"Beef Steak 148g, Spices Ginger","Rosemary, Hot Sauce, Black Mustard Seed",Sweet,Bulking,65g/110mL,104g/296mL,438,13,32,8
4738,Vegetable Curry,"Tuna 109g, Spices Thyme, Turmeric, Rosemary","Black Mustard Seed, Cinnamon, Cumin, Turmeric",Vegetable,Bulking,90g/129mL,191g/284mL,376,5,58,16
4739,Vanilla Custard,"Onion 81g, Spices Turmeric, Cumin","Garlic Powder, Chili Powder, Cumin, Black Mustard Seed",Sweet,Bulking,86g/122mL,141g/231mL,581,31,43,27
4740,Spicy Tacos,"Wheat Flour 72g, Spices Cardamom, Hot Sauce","Black Mustard Seed, Cardamom",Spicy,Bulking,90g/141mL,189g/246mL,273,24,29,19
4741,Chocolate Cake,"Milk 136g, Spices Cumin, Ginger","Turmeric, Paprika",Sweet,Bulking,89g/107mL,181g/235mL,329,46,45,5
4742,Jalapeno Poppers,"Broccoli 55g, Spices Cinnamon, Cardamom, Hot Sauce","Hot Sauce, Thyme",Spicy,Bulking,83g/123mL,170g/249mL,289,5,95,7
4743,Stir Fried Greens,"Orange 93g, Spices Cumin",Chili Powder,Vegetable,Bulking,51g/121mL,177g/288mL,353,25,79,29
4744,Pork Ribs,"Tomato 85g, Spices Hot Sauce, Thyme, Paprika","Thyme, Rosemary, Cardamom, Garlic Powder",Meat,Bulking,51g/111mL,123g/292mL,661,45,99,13
4745,Fruit Salad,"Tomato 92g, Spices Oregano","Turmeric, Rosemary, Cayenne Pepper, Ginger",Fruit,Bulking,90g/147mL,138g/233mL,356,27,33,29
4746,Grilled Salmon,"Tuna 55g, Spices Cayenne Pepper, Ginger, Black Mustard Seed","Garlic Powder, Ginger, Thyme",Meat,Bulking,90g/138mL,100g/242mL,623,24,69,28
4747,Chocolate Cake,"Orange 143g, Spices Thyme, Black Pepper","Cayenne Pepper, Thyme, Chili Powder, Paprika",Sweet,Bulking,98g/104mL,155g/292mL,418,25,46,7
4748,Szechuan Noodles,"Cheese 76g, Spices Cinnamon, Cayenne Pepper, Cayenne Pepper","Cayenne Pepper, Cardamom",Spicy,Bulking,99g/119mL,199g/229mL,723,7,42,12
4749,Blueberry Muffin,"Chicken Breast 121g, Spices Turmeric, Paprika, Rosemary",Cardamom,Sweet,Bulking,72g/110mL,166g/288mL,527,32,94,9
4750,Fried Rice,"Beef Steak 72g, Spices Rosemary, Thyme, Hot Sauce","Cayenne Pepper, Paprika",Savory,Bulking,59g/119mL,197g/290mL,650,5,74,5
4751,Salad Bowl,"Yogurt 145g, Spices Garlic Powder, Cardamom, Cinnamon","Rosemary, Paprika, Thyme, Ginger",Vegetable,Bulking,80g/117mL,154g/218mL,677,46,36,15
4752,Chicken Soup,"Beef Steak 124g, Spices Paprika, Cinnamon, Rosemary",Cardamom,Savory,Bulking,69g/119mL,112g/282mL,448,22,86,28
4753,Duck Confit,"Butter 141g, Spices Garlic Powder","Hot Sauce, Cardamom, Garlic Powder, Rosemary",Meat,Bulking,97g/124mL,169g/212mL,714,21,57,15
4754,Grilled Salmon,"Cheese 116g, Spices Oregano","Cinnamon, Oregano, Thyme",Meat,Bulking,55g/110mL,150g/292mL,499,46,65,19
4755,Blueberry Muffin,"Yogurt 144g, Spices Cumin","Black Pepper, Garlic Powder",Sweet,Bulking,97g/145mL,126g/278mL,796,10,29,11
4756,Berry Smoothie,"Salmon 88g, Spices Ginger, Oregano","Cumin, Turmeric, Rosemary, Garlic Powder",Fruit,Bulking,94g/110mL,147g/228mL,673,31,47,9
4757,Garlic Bread,"Oat 117g, Spices Cinnamon","Paprika, Ginger, Chili Powder, Black Mustard Seed",Savory,Bulking,54g/131mL,147g/261mL,671,6,55,9
4758,Blueberry Muffin,"Tomato 138g, Spices Turmeric","Ginger, Oregano",Sweet,Bulking,59g/140mL,159g/235mL,397,17,48,15
4759,Jalapeno Poppers,"Salmon 87g, Spices Cardamom, Cinnamon","Paprika, Cayenne Pepper, Rosemary, Hot Sauce",Spicy,Bulking,72g/144mL,156g/294mL,700,45,27,14
4760,Blueberry Muffin,"Almond 114g, Spices Cumin, Cayenne Pepper, Black Mustard Seed","Paprika, Cumin",Sweet,Bulking,64g/121mL,189g/240mL,341,8,97,18
